NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수자,매도자,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
160,서울특별시 마포구 망원동,일반,3**,월드컵로11길,제2종일반주거,제2종근린생활,8m미만,503.10,313.70,"590,000",,법인,기타,202512,02,,1983,-,중개거래,서울 서초구
161,서울특별시 마포구 아현동,집합,275-2,마포대로21길,준주거,제2종근린생활,25m미만,31.92, ,"29,381",,개인,법인,202512,01,,2023,-,직거래,-
162,서울특별시 마포구 아현동,집합,275-2,마포대로21길,준주거,제1종근린생활,25m미만,51.25, ,"81,329",,개인,법인,202512,01,,2023,-,직거래,-
163,서울특별시 마포구 아현동,집합,275-2,마포대로21길,준주거,제1종근린생활,25m미만,33.82, ,"37,196",,개인,법인,202512,01,,2023,-,직거래,-
164,서울특별시 마포구 아현동,집합,275-2,마포대로21길,준주거,제1종근린생활,25m미만,43.32, ,"42,094",,개인,법인,202512,01,,2023,-,직거래,-
165,서울특별시 마포구 서교동,일반,3**,와우산로29길,제2종일반주거,제2종근린생활,25m미만,129.60,108.10,"445,000",,개인,개인,202511,30,,2003,-,중개거래,서울 마포구
166,서울특별시 마포구 합정동,일반,2**,토정로4안길,제1종일반주거,제1종근린생활,8m미만,24.60,73.00,"68,000",,개인,개인,202511,29,,1961,-,중개거래,서울 마포구
167,서울특별시 마포구 상수동,집합,351-16,토정로,제2종일반주거,업무,25m미만,158.30, ,"109,600",9,법인,개인,202511,27,,2007,-,직거래,-
168,서울특별시 마포구 망원동,집합,486-14,포은로8길,제2종일반주거,제2종근린생활,8m미만,40.84, ,"24,500",2,개인,개인,202511,27,,2015,-,중개거래,서울 마포구
169,서울특별시 마포구 상수동,집합,351-16,토정로,제2종일반주거,제2종근린생활,25m미만,158.30, ,"132,400",5,법인,개인,202511,27,,2007,-,직거래,-
170,서울특별시 마포구 상암동,집합,1641,월드컵북로47길,제3종일반주거,기타,25m미만,84.78, ,"145,000",5,개인,개인,202511,25,,2010,-,중개거래,"서울 마포구, 서울 용산구"
171,서울특별시 마포구 성산동,집합,152-7,월드컵북로,제2종일반주거,제1종근린생활,25m이상,25.50, ,"25,000",,개인,개인,202511,25,,1986,-,직거래,-
172,서울특별시 마포구 성산동,집합,446,월드컵북로,제3종일반주거,제1종근린생활,25m이상,18.48, ,"50,000",,개인,법인,202511,25,,1986,-,직거래,-
173,서울특별시 마포구 서교동,집합,357-1,홍익로3길,제2종일반주거,업무,8m미만,24.00, ,"15,000",,개인,개인,202511,22,,1989,-,중개거래,서울 마포구
174,서울특별시 마포구 서교동,일반,2**,월드컵로20길,제2종일반주거,제2종근린생활,8m미만,593.06,228.00,"510,000",,법인,법인,202511,22,,2023,-,중개거래,서울 강남구
175,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,36.05, ,"18,350",,개인,개인,202511,21,,1984,-,직거래,-
176,서울특별시 마포구 서교동,일반,4**,독막로7길,제2종일반주거,제2종근린생활,12m미만,452.81,318.30,"830,000",,법인,개인,202511,19,,,-,중개거래,서울 마포구
177,서울특별시 마포구 합정동,일반,4**,양화로1길,제2종일반주거,제2종근린생활,12m미만,265.97,131.20,"325,000",,법인,법인,202511,17,,1995,-,중개거래,서울 강남구
178,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,기타,25m미만,26.24, ,"17,000",,개인,개인,202511,15,,1984,-,직거래,-
179,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,31.68, ,"13,500",8,법인,개인,202511,14,,2000,-,직거래,-
180,서울특별시 마포구 서교동,집합,357-1,홍익로3길,제2종일반주거,업무,8m미만,32.60, ,"21,500",,개인,개인,202511,14,,1989,-,중개거래,서울 마포구
181,서울특별시 마포구 공덕동,집합,475,마포대로,준주거,제2종근린생활,25m이상,28.65, ,"40,000",2,법인,개인,202511,12,,2013,-,중개거래,서울 마포구
182,서울특별시 마포구 상암동,일반,1***,월드컵북로,제3종일반주거,제2종근린생활,25m이상,461.65,150.00,"440,000",,법인,법인,202511,10,,2018,-,중개거래,서울 강남구
183,서울특별시 마포구 망원동,일반,4**,망원로11길,제2종일반주거,제2종근린생활,8m미만,161.72,154.70,"185,000",,법인,법인,202511,08,,1974,-,중개거래,서울 마포구
184,서울특별시 마포구 대흥동,일반,5**,,제2종일반주거,교육연구,25m미만,131.85,183.70,"300,000",,법인,개인,202511,07,,2017,20251216,중개거래,서울 마포구
185,서울특별시 마포구 도화동,일반,2*,새창로,제2종일반주거,제2종근린생활,25m미만,155.51,86.60,"300,000",,법인,개인,202511,07,,1962,-,중개거래,서울 마포구
186,서울특별시 마포구 상암동,일반,1***,월드컵북로,제3종일반주거,제2종근린생활,25m이상,30.97,16.50,"37,500",,개인,개인,202511,07,지분,2010,-,직거래,-
187,서울특별시 마포구 연남동,일반,3**,연남로,제2종일반주거,제2종근린생활,25m미만,1473.12,1619.10,"2,800,000",,법인,법인,202511,07,,1992,-,중개거래,서울 강남구
188,서울특별시 마포구 상암동,일반,1***,월드컵북로,제3종일반주거,제2종근린생활,25m이상,185.82,99.00,"240,000",,개인,개인,202511,07,지분,2010,-,직거래,-
189,서울특별시 마포구 상수동,일반,3**,독막로,제3종일반주거,업무,25m이상,2091.19,464.00,"1,210,000",,개인,개인,202511,06,,1997,20260227,중개거래,서울 강남구
190,서울특별시 마포구 상수동,일반,3**,독막로,제3종일반주거,업무,25m이상,2091.19,464.00,"1,210,000",,개인,개인,202511,06,,1997,-,중개거래,서울 강남구
191,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제1종근린생활,25m미만,25.03, ,"17,500",,개인,개인,202511,06,,1984,-,중개거래,"서울 도봉구, 서울 마포구"
192,서울특별시 마포구 용강동,일반,1**,대흥로4길,제2종일반주거,제2종근린생활,25m미만,766.85,287.60,"598,000",,법인,개인,202511,06,,1997,-,중개거래,서울 마포구
193,서울특별시 마포구 도화동,집합,36,마포대로,일반상업,제2종근린생활,25m이상,11.45, ,"1,283",,개인,개인,202511,05,,1988,-,직거래,-
194,서울특별시 마포구 도화동,집합,36,마포대로,일반상업,제2종근린생활,25m이상,9.30, ,"1,042",,개인,개인,202511,05,,1988,-,직거래,-
195,서울특별시 마포구 도화동,집합,36,마포대로,일반상업,제2종근린생활,25m이상,6.02, ,675,,개인,개인,202511,05,,1988,-,직거래,-
196,서울특별시 마포구 합정동,집합,381-16,양화로,일반상업,제1종근린생활,25m이상,45.22, ,"39,300",2,개인,개인,202511,04,,2006,-,중개거래,서울 마포구
197,서울특별시 마포구 아현동,집합,733,마포대로,준주거,제1종근린생활,25m이상,38.21, ,"48,000",1,개인,개인,202511,03,,2005,-,직거래,-
198,서울특별시 마포구 동교동,집합,164-22,홍익로6길,제3종일반주거,제2종근린생활,12m미만,149.85, ,"221,100",3,개인,개인,202510,29,,1996,-,직거래,-
199,서울특별시 마포구 서교동,일반,3**,독막로3길,제2종일반주거,업무,12m미만,960.27,364.00,"1,000,000",,법인,법인,202510,29,,2006,-,중개거래,서울 마포구
200,서울특별시 마포구 서교동,일반,3**,홍익로3길,제3종일반주거,제2종근린생활,8m미만,2441.18,754.70,"2,550,000",,법인,개인,202510,29,,1992,-,중개거래,서울 마포구
201,서울특별시 마포구 동교동,집합,164-22,홍익로6길,제3종일반주거,제1종근린생활,12m미만,149.85, ,"166,100",,개인,개인,202510,29,,1996,-,직거래,-
202,서울특별시 마포구 동교동,집합,164-22,홍익로6길,제3종일반주거,제1종근린생활,12m미만,118.35, ,"416,900",1,개인,개인,202510,29,,1996,-,직거래,-
203,서울특별시 마포구 동교동,집합,164-22,홍익로6길,제3종일반주거,제2종근린생활,12m미만,149.85, ,"201,300",4,개인,개인,202510,29,,1996,-,직거래,-
204,서울특별시 마포구 창전동,일반,*,와우산로,제2종일반주거,제1종근린생활,25m미만,153.68,60.20,"189,500",,개인,개인,202510,29,,1967,-,중개거래,서울 마포구
205,서울특별시 마포구 합정동,일반,3**,성지길,제2종일반주거,제1종근린생활,25m미만,1106.44,474.00,"1,060,000",,법인,개인,202510,29,,2007,-,중개거래,서울 강남구
206,서울특별시 마포구 동교동,집합,164-22,홍익로6길,제3종일반주거,제2종근린생활,12m미만,149.85, ,"251,900",2,개인,개인,202510,29,,1996,-,직거래,-
207,서울특별시 마포구 서교동,집합,357-1,홍익로3길,제2종일반주거,업무,8m미만,32.60, ,"23,000",,개인,개인,202510,28,,1989,-,중개거래,서울 마포구
208,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,200",4,개인,개인,202510,27,,2006,-,중개거래,서울 마포구
209,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,31.68, ,"14,900",11,개인,개인,202510,27,,2000,-,중개거래,"서울 마포구, 서울 서초구"
210,서울특별시 마포구 합정동,일반,3**,월드컵로3길,제3종일반주거,제2종근린생활,8m미만,178.36,82.00,"250,000",,개인,개인,202510,27,,1991,-,중개거래,서울 강남구
211,서울특별시 마포구 서교동,집합,357-1,홍익로3길,제2종일반주거,업무,8m미만,24.00, ,"15,000",,개인,개인,202510,27,,1989,20251120,중개거래,서울 마포구
212,서울특별시 마포구 대흥동,집합,12-33,신촌로,일반상업,업무,25m이상,31.68, ,"14,300",15,개인,개인,202510,25,,2000,-,중개거래,"서울 마포구, 서울 서초구"
213,서울특별시 마포구 상수동,일반,3**,독막로,제3종일반주거,제2종근린생활,25m이상,97.46,97.00,"275,000",,법인,법인,202510,24,,2010,-,중개거래,서울 강남구
214,서울특별시 마포구 염리동,집합,533,숭문길,제2종일반주거,제2종근린생활,25m미만,21.70, ,"48,500",1,개인,개인,202510,22,,2022,-,중개거래,서울 마포구
215,서울특별시 마포구 연남동,집합,226-2,동교로52길,제2종일반주거,제2종근린생활,8m미만,19.44, ,"18,000",1,개인,개인,202510,22,,2004,-,중개거래,서울 마포구
216,서울특별시 마포구 노고산동,일반,5*,신촌로18길,일반상업,숙박,12m미만,929.09,273.00,"1,000,000",,개인,개인,202510,22,,1984,20260114,중개거래,서울 마포구
217,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,080",6,개인,개인,202510,22,,2006,-,중개거래,서울 마포구
218,서울특별시 마포구 서교동,일반,3**,잔다리로,제3종일반주거,제2종근린생활,25m미만,192.89,216.90,"470,000",,법인,개인,202510,22,,1967,-,중개거래,서울 마포구
219,서울특별시 마포구 연남동,일반,3**,연희로1길,제2종일반주거,제2종근린생활,8m미만,238.68,119.00,"285,000",,법인,법인,202510,21,,1991,-,중개거래,서울 서초구
220,서울특별시 마포구 상수동,집합,336-11,와우산로3길,제2종일반주거,제2종근린생활,12m미만,85.12, ,"102,500",5,법인,개인,202510,21,,2010,-,중개거래,서울 마포구
221,서울특별시 마포구 상수동,집합,336-11,와우산로3길,제2종일반주거,제2종근린생활,12m미만,89.67, ,"102,500",4,법인,개인,202510,21,,2010,-,중개거래,서울 마포구
222,서울특별시 마포구 상수동,집합,336-11,와우산로3길,제2종일반주거,제2종근린생활,12m미만,154.09, ,"172,000",2,법인,개인,202510,21,,2010,-,중개거래,서울 마포구
223,서울특별시 마포구 상수동,집합,336-11,와우산로3길,제2종일반주거,제2종근린생활,12m미만,89.76, ,"153,000",3,법인,개인,202510,21,,2010,-,중개거래,서울 마포구
224,서울특별시 마포구 망원동,집합,433-11,월드컵로29길,제2종일반주거,제2종근린생활,12m미만,27.56, ,"24,250",2,법인,개인,202510,21,,2016,-,중개거래,서울 마포구
225,서울특별시 마포구 대흥동,집합,806,대흥로,제2종일반주거,제2종근린생활,25m이상,29.58, ,"64,000",1,개인,개인,202510,21,,2020,-,중개거래,서울 마포구
226,서울특별시 마포구 합정동,일반,3**,성지1길,제2종일반주거,제2종근린생활,8m미만,294.99,455.90,"720,000",,법인,법인,202510,20,,1969,20260219,중개거래,서울 강남구
227,서울특별시 마포구 서교동,일반,4**,월드컵북로5길,제2종일반주거,숙박,25m미만,17590.02,3622.10,"14,300,000",,법인,법인,202510,20,,2023,-,직거래,-
228,서울특별시 마포구 용강동,일반,4**,토정로,제2종일반주거,제1종근린생활,25m이상,560.45,192.00,"344,000",,법인,개인,202510,20,,1991,-,중개거래,서울 강남구
229,서울특별시 마포구 도화동,집합,82,삼개로,제3종일반주거,판매,25m미만,40.00, ,"78,000",,개인,개인,202510,20,,1991,-,중개거래,서울 마포구
230,서울특별시 마포구 합정동,일반,3**,성지1길,제2종일반주거,제2종근린생활,8m미만,294.99,455.90,"720,000",,법인,법인,202510,20,,1969,-,중개거래,서울 강남구
231,서울특별시 마포구 상암동,일반,1*,월드컵북로48길,제3종일반주거,제2종근린생활,8m미만,128.39,113.00,"199,000",,법인,개인,202510,18,,2000,-,중개거래,서울 마포구
232,서울특별시 마포구 마포동,집합,136-1,마포대로,준주거,업무,25m이상,41.66, ,"35,000",,개인,개인,202510,18,,1987,-,중개거래,서울 마포구
233,서울특별시 마포구 서교동,일반,3**,잔다리로,제2종일반주거,제1종근린생활,25m미만,2243.39,661.20,"2,055,000",,법인,법인,202510,18,,2018,-,중개거래,서울 강남구
234,서울특별시 마포구 용강동,집합,494-121,대흥로2길,제2종일반주거,제2종근린생활,8m미만,151.97, ,"171,800",2,법인,개인,202510,18,,2002,-,중개거래,서울 마포구
235,서울특별시 마포구 용강동,집합,494-121,대흥로2길,제2종일반주거,제2종근린생활,8m미만,38.81, ,"43,900",1,법인,개인,202510,18,,2002,-,중개거래,서울 마포구
236,서울특별시 마포구 망원동,일반,4**,망원로,제2종일반주거,제2종근린생활,25m미만,287.79,144.10,"320,000",,법인,개인,202510,17,,2021,-,직거래,-
237,서울특별시 마포구 노고산동,일반,4*,신촌로,준주거,제1종근린생활,25m이상,503.20,211.60,"556,829",,법인,법인,202510,17,,1983,-,직거래,-
238,서울특별시 마포구 도화동,집합,544,큰우물로,일반상업,제2종근린생활,25m미만,42.88, ,"24,500",,개인,개인,202510,15,,1984,-,중개거래,"서울 도봉구, 서울 마포구"
239,서울특별시 마포구 대흥동,일반,5**,토정로31길,제2종일반주거,업무,25m미만,2070.09,1603.10,"2,150,000",,법인,개인,202510,14,,2013,-,중개거래,서울 강남구
240,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,10.41, ,"5,000",4,개인,법인,202510,13,,2006,-,중개거래,서울 마포구
