keyword,period,ratio
강일동 카페,2022-09-01,10.67864
강일동 카페,2022-10-01,11.62674
강일동 카페,2022-11-01,11.22754
강일동 카페,2022-12-01,11.42714
강일동 카페,2023-01-01,17.86427
강일동 카페,2023-02-01,15.86826
강일동 카페,2023-03-01,13.67265
강일동 카페,2023-04-01,12.82435
강일동 카페,2023-05-01,12.02594
강일동 카페,2023-06-01,9.93013
강일동 카페,2023-07-01,11.22754
강일동 카페,2023-08-01,10.02994
강일동 카페,2023-09-01,8.58283
강일동 카페,2023-10-01,7.18562
강일동 카페,2023-11-01,9.33133
강일동 카페,2023-12-01,10.47904
강일동 카페,2024-01-01,10.82834
강일동 카페,2024-02-01,10.02994
강일동 카페,2024-03-01,12.17564
강일동 카페,2024-04-01,10.07984
강일동 카페,2024-05-01,8.63273
강일동 카페,2024-06-01,8.73253
강일동 카페,2024-07-01,6.68662
강일동 카페,2024-08-01,10.12974
강일동 카페,2024-09-01,7.63473
강일동 카페,2024-10-01,8.33333
강일동 카페,2024-11-01,7.28542
강일동 카페,2024-12-01,8.18363
개봉1동 맛집,2019-01-01,0.5988
개봉1동 맛집,2019-02-01,0.2495
개봉1동 맛집,2019-03-01,0.7984
개봉1동 맛집,2019-04-01,0.2994
개봉1동 맛집,2019-05-01,1.6966
개봉1동 맛집,2019-06-01,0.8483
개봉1동 맛집,2019-07-01,0.6487
개봉1동 맛집,2019-08-01,0.2495
개봉1동 맛집,2019-09-01,0.2495
개봉1동 맛집,2019-10-01,0.998
개봉1동 맛집,2019-11-01,1.7465
개봉1동 맛집,2019-12-01,1.3972
개봉1동 맛집,2020-01-01,1.1477
개봉1동 맛집,2020-02-01,1.5968
개봉1동 맛집,2020-03-01,1.5968
개봉1동 맛집,2020-04-01,1.9461
개봉1동 맛집,2020-05-01,2.84431
개봉1동 맛집,2020-06-01,1.2475
개봉1동 맛집,2020-07-01,1.7964
개봉1동 맛집,2020-08-01,2.69461
개봉1동 맛집,2020-09-01,0.7485
개봉1동 맛집,2020-10-01,2.2455
개봉1동 맛집,2020-11-01,1.6467
개봉1동 맛집,2020-12-01,0.8483
개봉1동 맛집,2021-02-01,1.3473
개봉1동 맛집,2021-03-01,0.2495
개봉1동 맛집,2021-04-01,1.4471
개봉1동 맛집,2021-05-01,2.79441
개봉1동 맛집,2021-06-01,2.3453
개봉1동 맛집,2021-07-01,1.7964
개봉1동 맛집,2021-08-01,1.996
개봉1동 맛집,2021-09-01,1.7465
개봉1동 맛집,2021-10-01,1.8962
개봉1동 맛집,2021-11-01,2.3453
개봉1동 맛집,2022-01-01,1.9461
개봉1동 맛집,2022-02-01,0.9481
개봉1동 맛집,2022-03-01,1.6966
개봉1동 맛집,2022-04-01,1.0479
개봉1동 맛집,2022-05-01,3.34331
개봉1동 맛집,2022-06-01,1.3473
개봉1동 맛집,2022-07-01,0.9481
개봉1동 맛집,2022-08-01,1.2475
개봉1동 맛집,2022-09-01,1.0978
개봉1동 맛집,2022-10-01,2.74451
개봉1동 맛집,2022-11-01,0.499
개봉1동 맛집,2022-12-01,1.0978
개봉1동 맛집,2023-01-01,0.8483
개봉1동 맛집,2023-02-01,0.5988
개봉1동 맛집,2023-03-01,1.5469
개봉1동 맛집,2023-04-01,1.8463
개봉1동 맛집,2023-05-01,1.996
개봉1동 맛집,2023-06-01,1.2475
개봉1동 맛집,2023-07-01,0.3493
개봉1동 맛집,2023-08-01,0.499
개봉1동 맛집,2023-09-01,0.7984
개봉1동 맛집,2023-10-01,0.6986
개봉1동 맛집,2023-11-01,0.2495
개봉1동 맛집,2023-12-01,0.5988
개봉1동 맛집,2024-01-01,1.5469
개봉1동 맛집,2024-02-01,1.0479
개봉1동 맛집,2024-03-01,1.2475
개봉1동 맛집,2024-04-01,1.4471
개봉1동 맛집,2024-05-01,0.8483
개봉1동 맛집,2024-06-01,0.7485
개봉1동 맛집,2024-07-01,0.998
개봉1동 맛집,2024-09-01,1.2974
개봉1동 맛집,2024-10-01,0.7485
개봉1동 맛집,2024-11-01,0.2994
개봉1동 맛집,2024-12-01,0.2495
개봉1동 카페,2019-11-01,4.13223
개봉1동 카페,2020-07-01,4.95867
개봉1동 카페,2020-09-01,5.78512
개봉1동 카페,2020-11-01,5.78512
개봉1동 카페,2021-06-01,4.13223
개봉1동 카페,2022-08-01,4.13223
개봉1동 카페,2023-05-01,4.95867
개봉1동 카페,2023-12-01,4.95867
개봉2동 맛집,2019-01-01,9.91735
개봉2동 맛집,2019-03-01,11.57024
개봉2동 맛집,2019-04-01,4.95867
개봉2동 맛집,2019-05-01,4.13223
개봉2동 맛집,2019-06-01,5.78512
개봉2동 맛집,2019-07-01,9.91735
개봉2동 맛집,2019-08-01,4.13223
개봉2동 맛집,2019-09-01,12.39669
개봉2동 맛집,2019-11-01,4.95867
개봉2동 맛집,2019-12-01,11.57024
개봉2동 맛집,2020-03-01,9.0909
개봉2동 맛집,2020-04-01,6.61157
개봉2동 맛집,2020-05-01,37.19008
개봉2동 맛집,2020-07-01,4.13223
개봉2동 맛집,2020-08-01,8.26446
개봉2동 맛집,2020-09-01,4.13223
개봉2동 맛집,2020-10-01,9.0909
개봉2동 맛집,2020-11-01,4.13223
개봉2동 맛집,2020-12-01,4.13223
개봉2동 맛집,2021-01-01,8.26446
개봉2동 맛집,2021-02-01,14.04958
개봉2동 맛집,2021-03-01,4.13223
개봉2동 맛집,2021-04-01,4.13223
개봉2동 맛집,2021-05-01,4.13223
개봉2동 맛집,2021-06-01,13.22314
개봉2동 맛집,2021-08-01,8.26446
개봉2동 맛집,2021-09-01,10.7438
개봉2동 맛집,2021-10-01,24.79338
개봉2동 맛집,2021-11-01,8.26446
개봉2동 맛집,2021-12-01,10.7438
개봉2동 맛집,2022-01-01,9.0909
개봉2동 맛집,2022-02-01,6.61157
개봉2동 맛집,2022-03-01,18.18181
개봉2동 맛집,2022-04-01,26.44628
개봉2동 맛집,2022-05-01,29.75206
개봉2동 맛집,2022-06-01,9.0909
개봉2동 맛집,2022-07-01,18.18181
개봉2동 맛집,2022-08-01,12.39669
개봉2동 맛집,2022-09-01,4.95867
개봉2동 맛집,2022-10-01,10.7438
개봉2동 맛집,2022-11-01,4.13223
개봉2동 맛집,2022-12-01,11.57024
개봉2동 맛집,2023-02-01,19.00826
개봉2동 맛집,2023-03-01,11.57024
개봉2동 맛집,2023-04-01,8.26446
개봉2동 맛집,2023-05-01,13.22314
개봉2동 맛집,2023-06-01,21.4876
개봉2동 맛집,2023-07-01,9.91735
개봉2동 맛집,2023-08-01,8.26446
개봉2동 맛집,2023-10-01,6.61157
개봉2동 맛집,2023-11-01,17.35537
개봉2동 맛집,2023-12-01,4.95867
개봉2동 맛집,2024-01-01,4.95867
개봉2동 맛집,2024-02-01,9.0909
개봉2동 맛집,2024-03-01,4.95867
개봉2동 맛집,2024-05-01,9.0909
개봉2동 맛집,2024-06-01,5.78512
개봉2동 맛집,2024-08-01,4.13223
개봉2동 맛집,2024-09-01,4.13223
개봉2동 맛집,2024-10-01,12.39669
개봉2동 맛집,2024-11-01,4.13223
개봉2동 카페,2020-09-01,4.13223
개봉2동 카페,2021-07-01,4.13223
개봉2동 카페,2021-12-01,5.78512
개봉2동 카페,2022-07-01,6.61157
개봉2동 카페,2023-05-01,4.13223
개봉2동 카페,2024-02-01,9.91735
개봉3동 맛집,2019-01-01,14.87603
개봉3동 맛집,2019-02-01,8.26446
개봉3동 맛집,2019-03-01,15.70247
개봉3동 맛집,2019-04-01,9.0909
개봉3동 맛집,2019-05-01,25.61983
개봉3동 맛집,2019-06-01,4.13223
개봉3동 맛집,2019-07-01,40.49586
개봉3동 맛집,2019-08-01,33.05785
개봉3동 맛집,2019-09-01,23.96694
개봉3동 맛집,2019-10-01,22.31404
개봉3동 맛집,2019-11-01,41.32231
개봉3동 맛집,2019-12-01,15.70247
개봉3동 맛집,2020-01-01,19.00826
개봉3동 맛집,2020-02-01,10.7438
개봉3동 맛집,2020-03-01,9.91735
개봉3동 맛집,2020-04-01,23.14049
개봉3동 맛집,2020-05-01,83.47107
개봉3동 맛집,2020-06-01,44.62809
개봉3동 맛집,2020-07-01,72.72727
개봉3동 맛집,2020-08-01,27.27272
개봉3동 맛집,2020-09-01,13.22314
개봉3동 맛집,2020-10-01,21.4876
개봉3동 맛집,2020-11-01,8.26446
개봉3동 맛집,2020-12-01,15.70247
개봉3동 맛집,2021-01-01,19.83471
개봉3동 맛집,2021-02-01,14.04958
개봉3동 맛집,2021-03-01,24.79338
개봉3동 맛집,2021-04-01,43.80165
개봉3동 맛집,2021-05-01,27.27272
개봉3동 맛집,2021-06-01,28.09917
개봉3동 맛집,2021-07-01,44.62809
개봉3동 맛집,2021-08-01,23.96694
개봉3동 맛집,2021-09-01,57.02479
개봉3동 맛집,2021-10-01,36.36363
개봉3동 맛집,2021-11-01,33.05785
개봉3동 맛집,2021-12-01,18.18181
개봉3동 맛집,2022-01-01,32.2314
개봉3동 맛집,2022-02-01,19.00826
개봉3동 맛집,2022-03-01,53.719
개봉3동 맛집,2022-04-01,38.01652
개봉3동 맛집,2022-05-01,97.52066
개봉3동 맛집,2022-06-01,100
개봉3동 맛집,2022-07-01,9.91735
개봉3동 맛집,2022-08-01,88.42975
개봉3동 맛집,2022-09-01,23.14049
개봉3동 맛집,2022-10-01,28.09917
개봉3동 맛집,2022-11-01,33.05785
개봉3동 맛집,2022-12-01,40.49586
개봉3동 맛집,2023-01-01,33.88429
개봉3동 맛집,2023-02-01,28.92561
개봉3동 맛집,2023-03-01,45.45454
개봉3동 맛집,2023-04-01,37.19008
개봉3동 맛집,2023-05-01,23.14049
개봉3동 맛집,2023-06-01,36.36363
개봉3동 맛집,2023-07-01,23.96694
개봉3동 맛집,2023-08-01,46.28099
개봉3동 맛집,2023-09-01,24.79338
개봉3동 맛집,2023-10-01,19.83471
개봉3동 맛집,2023-11-01,30.57851
개봉3동 맛집,2023-12-01,25.61983
개봉3동 맛집,2024-01-01,19.83471
개봉3동 맛집,2024-02-01,19.00826
개봉3동 맛집,2024-03-01,19.00826
개봉3동 맛집,2024-04-01,28.92561
개봉3동 맛집,2024-05-01,33.05785
개봉3동 맛집,2024-06-01,23.14049
개봉3동 맛집,2024-07-01,26.44628
개봉3동 맛집,2024-08-01,26.44628
개봉3동 맛집,2024-09-01,8.26446
개봉3동 맛집,2024-10-01,23.96694
개봉3동 맛집,2024-11-01,21.4876
개봉3동 맛집,2024-12-01,19.83471
개봉3동 카페,2020-06-01,4.13223
개봉3동 카페,2020-09-01,11.57024
개봉3동 카페,2020-10-01,4.13223
개봉3동 카페,2021-06-01,4.13223
개봉3동 카페,2021-07-01,4.95867
개봉3동 카페,2021-09-01,4.13223
개봉3동 카페,2021-12-01,4.13223
개봉3동 카페,2022-01-01,4.13223
개봉3동 카페,2022-03-01,14.04958
개봉3동 카페,2022-04-01,9.91735
개봉3동 카페,2022-05-01,4.95867
개봉3동 카페,2022-07-01,12.39669
개봉3동 카페,2023-02-01,4.13223
개봉3동 카페,2023-03-01,4.13223
개봉3동 카페,2023-04-01,4.95867
개봉3동 카페,2023-05-01,4.13223
개봉3동 카페,2023-06-01,4.95867
개봉3동 카페,2023-07-01,4.13223
개봉3동 카페,2023-10-01,9.91735
개봉3동 카페,2023-12-01,6.61157
개봉3동 카페,2024-02-01,4.13223
개봉3동 카페,2024-07-01,4.13223
개봉3동 카페,2024-09-01,4.13223
개포1동 맛집,2020-05-01,1.85873
개포1동 맛집,2020-10-01,3.34572
개포1동 맛집,2024-02-01,7.06319
개포1동 맛집,2024-06-01,1.85873
개포1동 맛집,2024-12-01,1.85873
개포2동 맛집,2020-03-01,1.85873
개포2동 맛집,2023-01-01,1.85873
개포2동 맛집,2023-03-01,2.23048
개포2동 맛집,2023-04-01,4.08921
개포2동 맛집,2023-09-01,1.85873
개포2동 맛집,2024-08-01,2.23048
개포2동 맛집,2024-10-01,1.85873
개포2동 카페,2023-01-01,1.85873
개포4동 맛집,2019-01-01,9.66542
개포4동 맛집,2019-02-01,14.86988
개포4동 맛집,2019-03-01,18.9591
개포4동 맛집,2019-04-01,11.15241
개포4동 맛집,2019-05-01,14.49814
개포4동 맛집,2019-06-01,13.38289
개포4동 맛집,2019-07-01,8.55018
개포4동 맛집,2019-08-01,13.38289
개포4동 맛집,2019-09-01,8.55018
개포4동 맛집,2019-10-01,13.01115
개포4동 맛집,2019-11-01,10.78066
개포4동 맛집,2019-12-01,20.81784
개포4동 맛집,2020-01-01,10.78066
개포4동 맛집,2020-02-01,9.66542
개포4동 맛집,2020-03-01,7.80669
개포4동 맛집,2020-04-01,17.47211
개포4동 맛집,2020-05-01,27.13754
개포4동 맛집,2020-06-01,14.86988
개포4동 맛집,2020-07-01,34.57249
개포4동 맛집,2020-08-01,29.36802
개포4동 맛집,2020-09-01,24.16356
개포4동 맛집,2020-10-01,52.0446
개포4동 맛집,2020-11-01,44.60966
개포4동 맛집,2020-12-01,14.49814
개포4동 맛집,2021-01-01,12.26765
개포4동 맛집,2021-02-01,42.37918
개포4동 맛집,2021-03-01,58.36431
개포4동 맛집,2021-04-01,52.0446
개포4동 맛집,2021-05-01,56.13382
개포4동 맛집,2021-06-01,48.69888
개포4동 맛집,2021-07-01,34.20074
개포4동 맛집,2021-08-01,47.95539
개포4동 맛집,2021-09-01,63.56877
개포4동 맛집,2021-10-01,90.33457
개포4동 맛집,2021-11-01,60.59479
개포4동 맛집,2021-12-01,30.85501
개포4동 맛집,2022-01-01,46.4684
개포4동 맛집,2022-02-01,31.22676
개포4동 맛집,2022-03-01,57.62081
개포4동 맛집,2022-04-01,58.73605
개포4동 맛집,2022-05-01,93.68029
개포4동 맛집,2022-06-01,72.11895
개포4동 맛집,2022-07-01,95.91078
개포4동 맛집,2022-08-01,89.96282
개포4동 맛집,2022-09-01,86.24535
개포4동 맛집,2022-10-01,85.50185
개포4동 맛집,2022-11-01,67.65799
개포4동 맛집,2022-12-01,81.78438
개포4동 맛집,2023-01-01,76.57992
개포4동 맛집,2023-02-01,85.13011
개포4동 맛집,2023-03-01,100
개포4동 맛집,2023-04-01,100
개포4동 맛집,2023-05-01,75.83643
개포4동 맛집,2023-06-01,88.10408
개포4동 맛집,2023-07-01,86.6171
개포4동 맛집,2023-08-01,64.31226
개포4동 맛집,2023-09-01,81.41263
개포4동 맛집,2023-10-01,63.56877
개포4동 맛집,2023-11-01,66.54275
개포4동 맛집,2023-12-01,80.66914
개포4동 맛집,2024-01-01,65.05576
개포4동 맛집,2024-02-01,62.08178
개포4동 맛집,2024-03-01,91.44981
개포4동 맛집,2024-04-01,60.59479
개포4동 맛집,2024-05-01,81.41263
개포4동 맛집,2024-06-01,66.91449
개포4동 맛집,2024-07-01,81.04089
개포4동 맛집,2024-08-01,76.20817
개포4동 맛집,2024-09-01,35.68773
개포4동 맛집,2024-10-01,56.13382
개포4동 맛집,2024-11-01,39.4052
개포4동 맛집,2024-12-01,40.52044
개포4동 카페,2019-06-01,21.73913
개포4동 카페,2020-01-01,26.08695
개포4동 카페,2020-03-01,21.73913
개포4동 카페,2020-04-01,26.08695
개포4동 카페,2020-05-01,65.21739
개포4동 카페,2020-06-01,21.73913
개포4동 카페,2020-10-01,47.82608
개포4동 카페,2021-04-01,26.08695
개포4동 카페,2021-05-01,100
개포4동 카페,2021-06-01,86.95652
개포4동 카페,2021-07-01,47.82608
개포4동 카페,2021-09-01,78.26086
개포4동 카페,2021-10-01,43.47826
개포4동 카페,2021-11-01,21.73913
개포4동 카페,2021-12-01,21.73913
개포4동 카페,2022-04-01,21.73913
개포4동 카페,2022-05-01,52.17391
개포4동 카페,2022-06-01,21.73913
개포4동 카페,2022-07-01,26.08695
개포4동 카페,2022-08-01,47.82608
개포4동 카페,2022-09-01,47.82608
개포4동 카페,2022-11-01,47.82608
개포4동 카페,2023-01-01,34.7826
개포4동 카페,2023-02-01,26.08695
개포4동 카페,2023-03-01,65.21739
개포4동 카페,2023-06-01,73.91304
개포4동 카페,2023-07-01,91.30434
개포4동 카페,2023-08-01,43.47826
개포4동 카페,2023-10-01,34.7826
개포4동 카페,2023-11-01,21.73913
개포4동 카페,2024-01-01,69.56521
개포4동 카페,2024-02-01,47.82608
개포4동 카페,2024-03-01,26.08695
개포4동 카페,2024-10-01,21.73913
개포4동 카페,2024-11-01,21.73913
개포4동 카페,2024-12-01,26.08695
거여2동 맛집,2020-04-01,21.73913
거여2동 맛집,2021-10-01,43.47826
거여2동 맛집,2021-11-01,30.43478
고덕1동 맛집,2020-05-01,25
고덕1동 맛집,2020-08-01,20.83333
고덕1동 맛집,2020-10-01,29.16666
고덕1동 맛집,2021-02-01,20.83333
고덕1동 맛집,2021-03-01,20.83333
고덕1동 맛집,2022-03-01,20.83333
고덕1동 맛집,2022-05-01,33.33333
고덕1동 맛집,2022-09-01,20.83333
고덕1동 맛집,2022-10-01,20.83333
고덕1동 맛집,2023-03-01,41.66666
고덕1동 맛집,2023-04-01,29.16666
고덕1동 맛집,2023-05-01,20.83333
고덕1동 맛집,2023-12-01,20.83333
고덕1동 맛집,2024-02-01,20.83333
고덕1동 카페,2023-10-01,20.83333
고덕2동 맛집,2019-11-01,20.83333
고덕2동 맛집,2020-01-01,41.66666
고덕2동 맛집,2020-08-01,20.83333
고덕2동 맛집,2020-11-01,20.83333
고덕2동 맛집,2022-06-01,25
고덕2동 맛집,2022-09-01,20.83333
고덕2동 맛집,2023-10-01,20.83333
고덕2동 맛집,2024-05-01,29.16666
고덕2동 카페,2020-04-01,25
고덕2동 카페,2020-07-01,20.83333
고척1동 맛집,2019-02-01,25
고척1동 맛집,2020-02-01,41.66666
고척1동 맛집,2020-05-01,45.83333
고척1동 맛집,2020-08-01,91.66666
고척1동 맛집,2020-10-01,25
고척1동 맛집,2020-11-01,25
고척1동 맛집,2021-01-01,20.83333
고척1동 맛집,2021-02-01,45.83333
고척1동 맛집,2021-03-01,20.83333
고척1동 맛집,2021-09-01,25
고척1동 맛집,2021-10-01,41.66666
고척1동 맛집,2021-11-01,66.66666
고척1동 맛집,2022-03-01,20.83333
고척1동 맛집,2022-06-01,70.83333
고척1동 맛집,2022-07-01,20.83333
고척1동 맛집,2022-08-01,54.16666
고척1동 맛집,2022-09-01,45.83333
고척1동 맛집,2022-11-01,25
고척1동 맛집,2023-01-01,79.16666
고척1동 맛집,2023-02-01,25
고척1동 맛집,2023-03-01,100
고척1동 맛집,2023-04-01,20.83333
고척1동 맛집,2023-06-01,45.83333
고척1동 맛집,2023-08-01,20.83333
고척1동 맛집,2023-09-01,29.16666
고척1동 맛집,2024-01-01,25
고척1동 맛집,2024-03-01,20.83333
고척1동 맛집,2024-04-01,25
고척1동 맛집,2024-06-01,20.83333
고척1동 맛집,2024-09-01,20.83333
고척1동 맛집,2024-10-01,54.16666
고척1동 맛집,2024-11-01,20.83333
고척1동 카페,2020-06-01,0.2377
고척2동 맛집,2019-03-01,0.27427
고척2동 맛집,2019-04-01,0.27427
고척2동 맛집,2019-05-01,0.09142
고척2동 맛집,2019-06-01,0.38398
고척2동 맛집,2019-07-01,0.29255
고척2동 맛집,2019-08-01,0.18284
고척2동 맛집,2019-10-01,0.21941
고척2동 맛집,2019-11-01,0.31084
고척2동 맛집,2019-12-01,0.18284
고척2동 맛집,2020-01-01,0.09142
고척2동 맛집,2020-03-01,0.27427
고척2동 맛집,2020-04-01,0.74968
고척2동 맛집,2020-05-01,0.12799
고척2동 맛집,2020-06-01,0.85938
고척2동 맛집,2020-07-01,0.56683
고척2동 맛집,2020-08-01,0.27427
고척2동 맛집,2020-09-01,0.31084
고척2동 맛집,2020-10-01,0.14627
고척2동 맛집,2020-11-01,0.27427
고척2동 맛집,2020-12-01,0.20113
고척2동 맛집,2021-01-01,0.21941
고척2동 맛집,2021-02-01,0.18284
고척2동 맛집,2021-03-01,0.31084
고척2동 맛집,2021-04-01,0.20113
고척2동 맛집,2021-05-01,0.09142
고척2동 맛집,2021-06-01,0.56683
고척2동 맛집,2021-07-01,0.1097
고척2동 맛집,2021-08-01,0.21941
고척2동 맛집,2021-09-01,0.09142
고척2동 맛집,2021-10-01,0.65825
고척2동 맛집,2021-11-01,0.40226
고척2동 맛집,2022-02-01,0.29255
고척2동 맛집,2022-03-01,0.32912
고척2동 맛집,2022-04-01,0.43883
고척2동 맛집,2022-05-01,0.85938
고척2동 맛집,2022-06-01,1.00566
고척2동 맛집,2022-07-01,0.45712
고척2동 맛집,2022-08-01,0.74968
고척2동 맛집,2022-09-01,0.18284
고척2동 맛집,2022-10-01,0.4754
고척2동 맛집,2022-11-01,0.09142
고척2동 맛집,2022-12-01,0.63997
고척2동 맛집,2023-01-01,0.2377
고척2동 맛집,2023-02-01,0.98738
고척2동 맛집,2023-03-01,0.42055
고척2동 맛집,2023-04-01,0.6034
고척2동 맛집,2023-05-01,0.18284
고척2동 맛집,2023-06-01,0.91424
고척2동 맛집,2023-07-01,0.69482
고척2동 맛집,2023-08-01,0.21941
고척2동 맛집,2023-09-01,0.29255
고척2동 맛집,2023-10-01,0.27427
고척2동 맛집,2023-11-01,0.09142
고척2동 맛집,2024-01-01,0.21941
고척2동 맛집,2024-02-01,0.09142
고척2동 맛집,2024-03-01,0.09142
고척2동 맛집,2024-04-01,0.31084
고척2동 맛집,2024-05-01,0.09142
고척2동 맛집,2024-06-01,0.09142
고척2동 맛집,2024-07-01,0.1097
고척2동 맛집,2024-08-01,0.27427
고척2동 맛집,2024-10-01,0.21941
고척2동 카페,2019-03-01,0.09142
고척2동 카페,2020-06-01,0.09142
고척2동 카페,2020-07-01,0.09142
고척2동 카페,2020-08-01,0.09142
고척2동 카페,2021-09-01,0.1097
고척2동 카페,2021-10-01,0.09142
