quarter,dong_code,dong_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,industry_code,industry_name
20192,11440600,대흥동,100.0,75.0,50.0,2.0,2.0,3.0,4.0,1.0,2.0,CS100006,패스트푸드
20191,11440600,대흥동,66.7,80.0,66.7,2.0,3.0,4.0,5.0,2.0,3.0,CS100006,패스트푸드
20193,11440610,염리동,50.0,0.0,100.0,1.0,2.0,0.0,2.0,1.0,1.0,CS100006,패스트푸드
20192,11440610,염리동,50.0,33.3,100.0,2.0,4.0,1.0,3.0,1.0,1.0,CS100006,패스트푸드
20191,11440610,염리동,60.0,33.3,100.0,3.0,5.0,1.0,3.0,1.0,1.0,CS100006,패스트푸드
20193,11440630,신수동,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,CS100006,패스트푸드
20192,11440630,신수동,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,CS100006,패스트푸드
20191,11440630,신수동,,100.0,,0.0,0.0,2.0,2.0,0.0,0.0,CS100006,패스트푸드
20193,11440655,서강동,100.0,50.0,33.3,7.0,7.0,1.0,2.0,1.0,3.0,CS100006,패스트푸드
20192,11440655,서강동,100.0,100.0,33.3,4.0,4.0,2.0,2.0,1.0,3.0,CS100006,패스트푸드
20191,11440655,서강동,100.0,100.0,100.0,5.0,5.0,2.0,2.0,1.0,1.0,CS100006,패스트푸드
20193,11440660,서교동,63.6,80.0,16.7,14.0,22.0,12.0,15.0,1.0,6.0,CS100006,패스트푸드
20192,11440660,서교동,72.7,76.5,44.4,16.0,22.0,13.0,17.0,4.0,9.0,CS100006,패스트푸드
20191,11440660,서교동,84.2,72.7,50.0,16.0,19.0,16.0,22.0,5.0,10.0,CS100006,패스트푸드
20193,11440680,합정동,100.0,,0.0,6.0,6.0,0.0,0.0,0.0,1.0,CS100006,패스트푸드
20192,11440680,합정동,100.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,CS100006,패스트푸드
20191,11440680,합정동,100.0,,0.0,5.0,5.0,0.0,0.0,0.0,1.0,CS100006,패스트푸드
20193,11440690,망원1동,100.0,0.0,50.0,3.0,3.0,0.0,1.0,1.0,2.0,CS100006,패스트푸드
20192,11440690,망원1동,100.0,66.7,0.0,3.0,3.0,2.0,3.0,0.0,1.0,CS100006,패스트푸드
20191,11440690,망원1동,100.0,50.0,100.0,2.0,2.0,1.0,2.0,1.0,1.0,CS100006,패스트푸드
20193,11440700,망원2동,100.0,100.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,CS100006,패스트푸드
20192,11440700,망원2동,66.7,100.0,,2.0,3.0,1.0,1.0,0.0,0.0,CS100006,패스트푸드
20191,11440700,망원2동,60.0,50.0,,3.0,5.0,1.0,2.0,0.0,0.0,CS100006,패스트푸드
20193,11440710,연남동,88.9,100.0,100.0,8.0,9.0,1.0,1.0,2.0,2.0,CS100006,패스트푸드
20192,11440710,연남동,90.0,100.0,100.0,9.0,10.0,2.0,2.0,2.0,2.0,CS100006,패스트푸드
20191,11440710,연남동,81.8,100.0,100.0,9.0,11.0,3.0,3.0,2.0,2.0,CS100006,패스트푸드
20193,11440720,성산1동,83.3,50.0,50.0,5.0,6.0,1.0,2.0,1.0,2.0,CS100006,패스트푸드
20192,11440720,성산1동,80.0,50.0,100.0,4.0,5.0,1.0,2.0,2.0,2.0,CS100006,패스트푸드
20191,11440720,성산1동,80.0,0.0,100.0,4.0,5.0,0.0,2.0,2.0,2.0,CS100006,패스트푸드
20193,11440730,성산2동,100.0,100.0,,2.0,2.0,1.0,1.0,0.0,0.0,CS100006,패스트푸드
20192,11440730,성산2동,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,CS100006,패스트푸드
20191,11440730,성산2동,50.0,0.0,,1.0,2.0,0.0,1.0,0.0,0.0,CS100006,패스트푸드
20193,11440740,상암동,66.7,100.0,100.0,2.0,3.0,2.0,2.0,3.0,3.0,CS100006,패스트푸드
20192,11440740,상암동,83.3,100.0,100.0,5.0,6.0,2.0,2.0,3.0,3.0,CS100006,패스트푸드
20191,11440740,상암동,75.0,50.0,100.0,6.0,8.0,2.0,4.0,5.0,5.0,CS100006,패스트푸드
20193,11440555,아현동,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,CS100007,치킨
20192,11440555,아현동,,50.0,100.0,0.0,0.0,1.0,2.0,1.0,1.0,CS100007,치킨
20191,11440555,아현동,100.0,0.0,100.0,2.0,2.0,0.0,1.0,1.0,1.0,CS100007,치킨
20193,11440565,공덕동,100.0,25.0,33.3,7.0,7.0,1.0,4.0,1.0,3.0,CS100007,치킨
20192,11440565,공덕동,100.0,40.0,0.0,8.0,8.0,2.0,5.0,0.0,1.0,CS100007,치킨
20191,11440565,공덕동,100.0,40.0,0.0,4.0,4.0,2.0,5.0,0.0,2.0,CS100007,치킨
20193,11440585,도화동,75.0,25.0,50.0,3.0,4.0,1.0,4.0,2.0,4.0,CS100007,치킨
20192,11440585,도화동,71.4,33.3,50.0,5.0,7.0,1.0,3.0,1.0,2.0,CS100007,치킨
20191,11440585,도화동,66.7,0.0,33.3,6.0,9.0,0.0,1.0,1.0,3.0,CS100007,치킨
20193,11440590,용강동,0.0,100.0,100.0,0.0,1.0,1.0,1.0,2.0,2.0,CS100007,치킨
20192,11440590,용강동,,100.0,100.0,0.0,0.0,2.0,2.0,3.0,3.0,CS100007,치킨
20191,11440590,용강동,100.0,100.0,100.0,1.0,1.0,1.0,1.0,3.0,3.0,CS100007,치킨
20193,11440600,대흥동,100.0,0.0,50.0,6.0,6.0,0.0,2.0,2.0,4.0,CS100007,치킨
20192,11440600,대흥동,75.0,0.0,33.3,3.0,4.0,0.0,2.0,1.0,3.0,CS100007,치킨
20191,11440600,대흥동,50.0,0.0,100.0,2.0,4.0,0.0,1.0,1.0,1.0,CS100007,치킨
20193,11440610,염리동,100.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,CS100007,치킨
20192,11440610,염리동,50.0,50.0,33.3,1.0,2.0,1.0,2.0,1.0,3.0,CS100007,치킨
20191,11440610,염리동,50.0,100.0,25.0,1.0,2.0,1.0,1.0,1.0,4.0,CS100007,치킨
20193,11440630,신수동,100.0,75.0,66.7,1.0,1.0,3.0,4.0,2.0,3.0,CS100007,치킨
20192,11440630,신수동,100.0,100.0,100.0,2.0,2.0,1.0,1.0,2.0,2.0,CS100007,치킨
20191,11440630,신수동,100.0,50.0,100.0,2.0,2.0,1.0,2.0,3.0,3.0,CS100007,치킨
20193,11440655,서강동,100.0,50.0,0.0,5.0,5.0,2.0,4.0,0.0,4.0,CS100007,치킨
20192,11440655,서강동,100.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,3.0,CS100007,치킨
20191,11440655,서강동,100.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,CS100007,치킨
20193,11440660,서교동,75.0,37.5,25.0,15.0,20.0,6.0,16.0,2.0,8.0,CS100007,치킨
20192,11440660,서교동,77.3,50.0,38.5,17.0,22.0,8.0,16.0,5.0,13.0,CS100007,치킨
20191,11440660,서교동,93.8,46.2,46.2,15.0,16.0,6.0,13.0,6.0,13.0,CS100007,치킨
20193,11440680,합정동,,100.0,,0.0,0.0,3.0,3.0,0.0,0.0,CS100007,치킨
20192,11440680,합정동,100.0,100.0,100.0,2.0,2.0,3.0,3.0,1.0,1.0,CS100007,치킨
20191,11440680,합정동,100.0,100.0,100.0,2.0,2.0,2.0,2.0,1.0,1.0,CS100007,치킨
20193,11440690,망원1동,100.0,57.1,100.0,1.0,1.0,4.0,7.0,1.0,1.0,CS100007,치킨
20192,11440690,망원1동,,42.9,33.3,0.0,0.0,3.0,7.0,1.0,3.0,CS100007,치킨
20191,11440690,망원1동,100.0,66.7,33.3,1.0,1.0,4.0,6.0,2.0,6.0,CS100007,치킨
20193,11440700,망원2동,83.3,100.0,100.0,5.0,6.0,1.0,1.0,1.0,1.0,CS100007,치킨
20192,11440700,망원2동,100.0,100.0,100.0,4.0,4.0,1.0,1.0,1.0,1.0,CS100007,치킨
20191,11440700,망원2동,100.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,CS100007,치킨
20193,11440710,연남동,100.0,0.0,,2.0,2.0,0.0,1.0,0.0,0.0,CS100007,치킨
20192,11440710,연남동,50.0,0.0,100.0,1.0,2.0,0.0,2.0,1.0,1.0,CS100007,치킨
20191,11440710,연남동,66.7,0.0,100.0,2.0,3.0,0.0,2.0,1.0,1.0,CS100007,치킨
20193,11440720,성산1동,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,CS100007,치킨
20192,11440720,성산1동,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,CS100007,치킨
20191,11440720,성산1동,100.0,100.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,CS100007,치킨
20193,11440730,성산2동,100.0,75.0,0.0,3.0,3.0,3.0,4.0,0.0,2.0,CS100007,치킨
20192,11440730,성산2동,100.0,80.0,0.0,3.0,3.0,4.0,5.0,0.0,1.0,CS100007,치킨
20191,11440730,성산2동,100.0,75.0,0.0,2.0,2.0,3.0,4.0,0.0,2.0,CS100007,치킨
20193,11440740,상암동,100.0,88.9,0.0,3.0,3.0,8.0,9.0,0.0,2.0,CS100007,치킨
20192,11440740,상암동,100.0,100.0,0.0,6.0,6.0,5.0,5.0,0.0,2.0,CS100007,치킨
20191,11440740,상암동,100.0,66.7,0.0,7.0,7.0,2.0,3.0,0.0,3.0,CS100007,치킨
20193,11440555,아현동,66.7,100.0,50.0,2.0,3.0,4.0,4.0,1.0,2.0,CS100008,분식
20192,11440555,아현동,80.0,100.0,0.0,4.0,5.0,2.0,2.0,0.0,2.0,CS100008,분식
20191,11440555,아현동,75.0,0.0,33.3,3.0,4.0,0.0,1.0,1.0,3.0,CS100008,분식
20193,11440565,공덕동,83.3,42.9,71.4,5.0,6.0,3.0,7.0,5.0,7.0,CS100008,분식
20192,11440565,공덕동,100.0,60.0,57.1,8.0,8.0,3.0,5.0,4.0,7.0,CS100008,분식
20191,11440565,공덕동,77.8,33.3,55.6,7.0,9.0,2.0,6.0,5.0,9.0,CS100008,분식
20193,11440585,도화동,71.4,0.0,33.3,5.0,7.0,0.0,5.0,1.0,3.0,CS100008,분식
20192,11440585,도화동,81.8,0.0,50.0,9.0,11.0,0.0,3.0,2.0,4.0,CS100008,분식
20191,11440585,도화동,84.6,20.0,66.7,11.0,13.0,1.0,5.0,2.0,3.0,CS100008,분식
20193,11440590,용강동,71.4,40.0,50.0,5.0,7.0,4.0,10.0,2.0,4.0,CS100008,분식
20192,11440590,용강동,66.7,14.3,40.0,4.0,6.0,1.0,7.0,2.0,5.0,CS100008,분식
20191,11440590,용강동,100.0,20.0,33.3,5.0,5.0,1.0,5.0,1.0,3.0,CS100008,분식
20193,11440600,대흥동,100.0,55.6,50.0,4.0,4.0,5.0,9.0,3.0,6.0,CS100008,분식
20192,11440600,대흥동,100.0,33.3,60.0,3.0,3.0,4.0,12.0,3.0,5.0,CS100008,분식
20191,11440600,대흥동,100.0,40.0,60.0,2.0,2.0,4.0,10.0,3.0,5.0,CS100008,분식
20193,11440610,염리동,66.7,75.0,50.0,2.0,3.0,3.0,4.0,2.0,4.0,CS100008,분식
20192,11440610,염리동,50.0,83.3,100.0,3.0,6.0,5.0,6.0,2.0,2.0,CS100008,분식
20191,11440610,염리동,42.9,66.7,100.0,3.0,7.0,4.0,6.0,2.0,2.0,CS100008,분식
20193,11440630,신수동,75.0,57.1,50.0,3.0,4.0,4.0,7.0,1.0,2.0,CS100008,분식
20192,11440630,신수동,100.0,71.4,33.3,3.0,3.0,5.0,7.0,1.0,3.0,CS100008,분식
20191,11440630,신수동,100.0,62.5,0.0,3.0,3.0,5.0,8.0,0.0,3.0,CS100008,분식
20193,11440655,서강동,60.0,66.7,57.1,6.0,10.0,4.0,6.0,4.0,7.0,CS100008,분식
20192,11440655,서강동,55.6,75.0,27.3,5.0,9.0,3.0,4.0,3.0,11.0,CS100008,분식
20191,11440655,서강동,69.2,60.0,33.3,9.0,13.0,3.0,5.0,5.0,15.0,CS100008,분식
20193,11440660,서교동,75.7,41.5,21.4,28.0,37.0,17.0,41.0,6.0,28.0,CS100008,분식
20192,11440660,서교동,67.6,32.5,25.8,23.0,34.0,13.0,40.0,8.0,31.0,CS100008,분식
20191,11440660,서교동,65.9,33.3,17.1,27.0,41.0,13.0,39.0,6.0,35.0,CS100008,분식
20193,11440680,합정동,80.0,40.0,50.0,8.0,10.0,2.0,5.0,1.0,2.0,CS100008,분식
20192,11440680,합정동,100.0,66.7,0.0,5.0,5.0,4.0,6.0,0.0,4.0,CS100008,분식
20191,11440680,합정동,71.4,71.4,9.1,5.0,7.0,5.0,7.0,1.0,11.0,CS100008,분식
20193,11440690,망원1동,100.0,71.4,66.7,9.0,9.0,5.0,7.0,4.0,6.0,CS100008,분식
20192,11440690,망원1동,81.8,66.7,75.0,9.0,11.0,4.0,6.0,3.0,4.0,CS100008,분식
20191,11440690,망원1동,81.8,66.7,33.3,9.0,11.0,4.0,6.0,1.0,3.0,CS100008,분식
20193,11440700,망원2동,100.0,75.0,66.7,2.0,2.0,3.0,4.0,2.0,3.0,CS100008,분식
20192,11440700,망원2동,100.0,50.0,33.3,2.0,2.0,2.0,4.0,1.0,3.0,CS100008,분식
20191,11440700,망원2동,100.0,33.3,50.0,3.0,3.0,2.0,6.0,2.0,4.0,CS100008,분식
20193,11440710,연남동,83.3,20.0,40.0,5.0,6.0,1.0,5.0,2.0,5.0,CS100008,분식
20192,11440710,연남동,100.0,40.0,16.7,7.0,7.0,2.0,5.0,1.0,6.0,CS100008,분식
20191,11440710,연남동,100.0,50.0,16.7,6.0,6.0,2.0,4.0,1.0,6.0,CS100008,분식
20193,11440720,성산1동,100.0,75.0,0.0,3.0,3.0,3.0,4.0,0.0,1.0,CS100008,분식
20192,11440720,성산1동,66.7,60.0,25.0,2.0,3.0,3.0,5.0,1.0,4.0,CS100008,분식
20191,11440720,성산1동,33.3,50.0,16.7,1.0,3.0,2.0,4.0,1.0,6.0,CS100008,분식
20193,11440730,성산2동,90.9,71.4,50.0,10.0,11.0,5.0,7.0,1.0,2.0,CS100008,분식
20192,11440730,성산2동,84.6,83.3,50.0,11.0,13.0,5.0,6.0,1.0,2.0,CS100008,분식
20191,11440730,성산2동,86.7,80.0,50.0,13.0,15.0,4.0,5.0,1.0,2.0,CS100008,분식
20193,11440740,상암동,75.0,0.0,21.4,12.0,16.0,0.0,9.0,3.0,14.0,CS100008,분식
20192,11440740,상암동,56.3,8.3,30.0,9.0,16.0,1.0,12.0,3.0,10.0,CS100008,분식
20191,11440740,상암동,40.0,21.1,33.3,6.0,15.0,4.0,19.0,3.0,9.0,CS100008,분식
20193,11440555,아현동,100.0,0.0,16.7,2.0,2.0,0.0,8.0,1.0,6.0,CS100009,호프
20192,11440555,아현동,100.0,16.7,14.3,1.0,1.0,1.0,6.0,1.0,7.0,CS100009,호프
20191,11440555,아현동,100.0,66.7,14.3,2.0,2.0,2.0,3.0,1.0,7.0,CS100009,호프
20193,11440565,공덕동,88.9,57.1,63.6,8.0,9.0,4.0,7.0,7.0,11.0,CS100009,호프
20192,11440565,공덕동,100.0,50.0,45.5,8.0,8.0,3.0,6.0,5.0,11.0,CS100009,호프
20191,11440565,공덕동,77.8,62.5,50.0,7.0,9.0,5.0,8.0,6.0,12.0,CS100009,호프
20193,11440585,도화동,83.3,25.0,42.1,10.0,12.0,3.0,12.0,8.0,19.0,CS100009,호프
20192,11440585,도화동,88.9,35.7,42.1,16.0,18.0,5.0,14.0,8.0,19.0,CS100009,호프
20191,11440585,도화동,89.5,50.0,42.1,17.0,19.0,7.0,14.0,8.0,19.0,CS100009,호프
20193,11440590,용강동,54.5,60.0,28.6,6.0,11.0,6.0,10.0,2.0,7.0,CS100009,호프
20192,11440590,용강동,40.0,50.0,42.9,4.0,10.0,7.0,14.0,3.0,7.0,CS100009,호프
20191,11440590,용강동,44.4,40.0,60.0,4.0,9.0,6.0,15.0,3.0,5.0,CS100009,호프
20193,11440600,대흥동,62.5,60.0,33.3,5.0,8.0,3.0,5.0,2.0,6.0,CS100009,호프
20192,11440600,대흥동,75.0,33.3,25.0,6.0,8.0,2.0,6.0,1.0,4.0,CS100009,호프
20191,11440600,대흥동,66.7,33.3,16.7,4.0,6.0,1.0,3.0,1.0,6.0,CS100009,호프
20193,11440610,염리동,50.0,28.6,100.0,2.0,4.0,2.0,7.0,1.0,1.0,CS100009,호프
20192,11440610,염리동,66.7,25.0,100.0,2.0,3.0,1.0,4.0,1.0,1.0,CS100009,호프
20191,11440610,염리동,75.0,33.3,50.0,3.0,4.0,1.0,3.0,2.0,4.0,CS100009,호프
20193,11440630,신수동,60.0,25.0,0.0,3.0,5.0,1.0,4.0,0.0,5.0,CS100009,호프
20192,11440630,신수동,40.0,33.3,20.0,2.0,5.0,1.0,3.0,1.0,5.0,CS100009,호프
20191,11440630,신수동,0.0,50.0,20.0,0.0,3.0,1.0,2.0,1.0,5.0,CS100009,호프
20193,11440655,서강동,70.4,38.5,27.8,19.0,27.0,10.0,26.0,5.0,18.0,CS100009,호프
20192,11440655,서강동,63.2,44.4,25.0,12.0,19.0,12.0,27.0,4.0,16.0,CS100009,호프
20191,11440655,서강동,78.6,41.7,37.5,11.0,14.0,10.0,24.0,6.0,16.0,CS100009,호프
20193,11440660,서교동,67.9,46.9,26.8,93.0,137.0,60.0,128.0,34.0,127.0,CS100009,호프
20192,11440660,서교동,70.5,52.3,23.0,98.0,139.0,78.0,149.0,32.0,139.0,CS100009,호프
20191,11440660,서교동,71.0,51.8,21.4,93.0,131.0,73.0,141.0,30.0,140.0,CS100009,호프
20193,11440680,합정동,95.2,56.0,22.2,20.0,21.0,14.0,25.0,2.0,9.0,CS100009,호프
20192,11440680,합정동,92.3,54.2,27.3,24.0,26.0,13.0,24.0,3.0,11.0,CS100009,호프
20191,11440680,합정동,91.7,47.8,35.7,22.0,24.0,11.0,23.0,5.0,14.0,CS100009,호프
20193,11440690,망원1동,83.3,27.3,22.2,10.0,12.0,3.0,11.0,2.0,9.0,CS100009,호프
20192,11440690,망원1동,71.4,31.3,40.0,10.0,14.0,5.0,16.0,2.0,5.0,CS100009,호프
20191,11440690,망원1동,72.7,26.3,40.0,8.0,11.0,5.0,19.0,2.0,5.0,CS100009,호프
20193,11440700,망원2동,40.0,42.9,40.0,2.0,5.0,6.0,14.0,2.0,5.0,CS100009,호프
20192,11440700,망원2동,66.7,45.5,25.0,4.0,6.0,5.0,11.0,2.0,8.0,CS100009,호프
20191,11440700,망원2동,62.5,37.5,15.4,5.0,8.0,3.0,8.0,2.0,13.0,CS100009,호프
20193,11440710,연남동,74.4,75.9,43.8,29.0,39.0,22.0,29.0,7.0,16.0,CS100009,호프
20192,11440710,연남동,83.3,82.1,35.3,35.0,42.0,23.0,28.0,6.0,17.0,CS100009,호프
20191,11440710,연남동,78.6,66.7,33.3,33.0,42.0,18.0,27.0,7.0,21.0,CS100009,호프
20193,11440720,성산1동,60.0,33.3,50.0,3.0,5.0,1.0,3.0,1.0,2.0,CS100009,호프
20192,11440720,성산1동,57.1,50.0,16.7,4.0,7.0,1.0,2.0,1.0,6.0,CS100009,호프
20191,11440720,성산1동,20.0,33.3,12.5,1.0,5.0,1.0,3.0,1.0,8.0,CS100009,호프
20193,11440730,성산2동,77.8,57.1,0.0,7.0,9.0,4.0,7.0,0.0,4.0,CS100009,호프
20192,11440730,성산2동,87.5,50.0,20.0,7.0,8.0,2.0,4.0,1.0,5.0,CS100009,호프
20191,11440730,성산2동,80.0,66.7,33.3,4.0,5.0,2.0,3.0,1.0,3.0,CS100009,호프
20193,11440740,상암동,80.0,94.1,33.3,8.0,10.0,16.0,17.0,3.0,9.0,CS100009,호프
20192,11440740,상암동,81.8,93.8,44.4,9.0,11.0,15.0,16.0,4.0,9.0,CS100009,호프
20191,11440740,상암동,80.0,87.5,38.5,8.0,10.0,14.0,16.0,5.0,13.0,CS100009,호프
20193,11440555,아현동,80.0,50.0,50.0,8.0,10.0,4.0,8.0,1.0,2.0,CS100010,커피
20192,11440555,아현동,77.8,33.3,0.0,7.0,9.0,2.0,6.0,0.0,2.0,CS100010,커피
20191,11440555,아현동,85.7,50.0,0.0,6.0,7.0,1.0,2.0,0.0,2.0,CS100010,커피
20193,11440565,공덕동,78.6,60.0,42.9,11.0,14.0,9.0,15.0,3.0,7.0,CS100010,커피
20192,11440565,공덕동,73.3,68.8,44.4,11.0,15.0,11.0,16.0,4.0,9.0,CS100010,커피
20191,11440565,공덕동,82.4,50.0,42.9,14.0,17.0,6.0,12.0,3.0,7.0,CS100010,커피
20193,11440585,도화동,60.0,60.0,42.9,9.0,15.0,9.0,15.0,3.0,7.0,CS100010,커피
20192,11440585,도화동,83.3,58.3,44.4,10.0,12.0,7.0,12.0,4.0,9.0,CS100010,커피
20191,11440585,도화동,83.3,33.3,50.0,10.0,12.0,4.0,12.0,3.0,6.0,CS100010,커피
20193,11440590,용강동,80.0,60.0,25.0,12.0,15.0,6.0,10.0,1.0,4.0,CS100010,커피
20192,11440590,용강동,81.3,58.3,37.5,13.0,16.0,7.0,12.0,3.0,8.0,CS100010,커피
20191,11440590,용강동,83.3,61.5,40.0,15.0,18.0,8.0,13.0,4.0,10.0,CS100010,커피
20193,11440600,대흥동,72.7,90.9,40.0,8.0,11.0,10.0,11.0,2.0,5.0,CS100010,커피
20192,11440600,대흥동,83.3,81.8,28.6,10.0,12.0,9.0,11.0,2.0,7.0,CS100010,커피
20191,11440600,대흥동,81.3,60.0,36.4,13.0,16.0,6.0,10.0,4.0,11.0,CS100010,커피
20193,11440610,염리동,85.7,71.4,75.0,6.0,7.0,5.0,7.0,3.0,4.0,CS100010,커피
20192,11440610,염리동,88.9,70.0,75.0,8.0,9.0,7.0,10.0,3.0,4.0,CS100010,커피
20191,11440610,염리동,80.0,66.7,0.0,8.0,10.0,6.0,9.0,0.0,1.0,CS100010,커피
20193,11440630,신수동,57.1,75.0,66.7,4.0,7.0,3.0,4.0,2.0,3.0,CS100010,커피
20192,11440630,신수동,77.8,100.0,25.0,7.0,9.0,3.0,3.0,1.0,4.0,CS100010,커피
20191,11440630,신수동,100.0,80.0,42.9,6.0,6.0,4.0,5.0,3.0,7.0,CS100010,커피
20193,11440655,서강동,78.1,58.3,14.3,25.0,32.0,7.0,12.0,2.0,14.0,CS100010,커피
20192,11440655,서강동,81.3,50.0,25.0,26.0,32.0,9.0,18.0,4.0,16.0,CS100010,커피
20191,11440655,서강동,82.6,50.0,30.8,19.0,23.0,10.0,20.0,4.0,13.0,CS100010,커피
20193,11440660,서교동,75.5,58.7,38.0,105.0,139.0,61.0,104.0,27.0,71.0,CS100010,커피
20192,11440660,서교동,77.0,53.8,34.5,107.0,139.0,64.0,119.0,29.0,84.0,CS100010,커피
20191,11440660,서교동,81.8,52.7,33.3,112.0,137.0,58.0,110.0,32.0,96.0,CS100010,커피
20193,11440680,합정동,72.5,65.0,42.9,29.0,40.0,13.0,20.0,6.0,14.0,CS100010,커피
20192,11440680,합정동,77.4,68.0,52.9,24.0,31.0,17.0,25.0,9.0,17.0,CS100010,커피
20191,11440680,합정동,86.1,75.0,68.8,31.0,36.0,18.0,24.0,11.0,16.0,CS100010,커피
20193,11440690,망원1동,85.7,76.5,50.0,24.0,28.0,13.0,17.0,3.0,6.0,CS100010,커피
20192,11440690,망원1동,70.8,54.2,50.0,17.0,24.0,13.0,24.0,3.0,6.0,CS100010,커피
20191,11440690,망원1동,80.8,52.0,33.3,21.0,26.0,13.0,25.0,2.0,6.0,CS100010,커피
20193,11440700,망원2동,64.7,33.3,14.3,11.0,17.0,2.0,6.0,1.0,7.0,CS100010,커피
20192,11440700,망원2동,72.2,50.0,14.3,13.0,18.0,5.0,10.0,1.0,7.0,CS100010,커피
20191,11440700,망원2동,73.7,41.7,22.2,14.0,19.0,5.0,12.0,2.0,9.0,CS100010,커피
20193,11440710,연남동,74.7,62.5,52.9,56.0,75.0,10.0,16.0,9.0,17.0,CS100010,커피
20192,11440710,연남동,77.5,48.0,60.0,55.0,71.0,12.0,25.0,12.0,20.0,CS100010,커피
20191,11440710,연남동,75.4,54.5,63.6,49.0,65.0,18.0,33.0,14.0,22.0,CS100010,커피
20193,11440720,성산1동,76.9,50.0,53.8,10.0,13.0,2.0,4.0,7.0,13.0,CS100010,커피
20192,11440720,성산1동,69.2,50.0,63.6,9.0,13.0,3.0,6.0,7.0,11.0,CS100010,커피
20191,11440720,성산1동,69.2,83.3,66.7,9.0,13.0,5.0,6.0,6.0,9.0,CS100010,커피
20193,11440730,성산2동,100.0,66.7,50.0,10.0,10.0,6.0,9.0,1.0,2.0,CS100010,커피
20192,11440730,성산2동,90.9,55.6,50.0,10.0,11.0,5.0,9.0,1.0,2.0,CS100010,커피
20191,11440730,성산2동,90.0,69.2,75.0,9.0,10.0,9.0,13.0,3.0,4.0,CS100010,커피
20193,11440740,상암동,76.3,51.7,21.7,29.0,38.0,15.0,29.0,5.0,23.0,CS100010,커피
20192,11440740,상암동,76.7,45.7,27.6,33.0,43.0,16.0,35.0,8.0,29.0,CS100010,커피
20191,11440740,상암동,82.6,55.0,34.3,38.0,46.0,22.0,40.0,12.0,35.0,CS100010,커피
20202,11440555,아현동,70.0,38.5,33.3,7.0,10.0,10.0,26.0,7.0,21.0,CS100001,한식
20201,11440555,아현동,71.4,52.9,37.5,5.0,7.0,18.0,34.0,9.0,24.0,CS100001,한식
20194,11440555,아현동,78.6,46.9,25.0,11.0,14.0,15.0,32.0,5.0,20.0,CS100001,한식
20202,11440565,공덕동,64.7,38.0,33.3,22.0,34.0,19.0,50.0,11.0,33.0,CS100001,한식
20201,11440565,공덕동,63.3,38.6,38.5,19.0,30.0,17.0,44.0,10.0,26.0,CS100001,한식
20194,11440565,공덕동,73.5,50.0,27.3,25.0,34.0,18.0,36.0,9.0,33.0,CS100001,한식
20202,11440585,도화동,67.7,26.7,28.2,21.0,31.0,8.0,30.0,11.0,39.0,CS100001,한식
20201,11440585,도화동,77.8,28.6,30.3,21.0,27.0,8.0,28.0,10.0,33.0,CS100001,한식
20194,11440585,도화동,80.0,29.2,26.3,20.0,25.0,7.0,24.0,10.0,38.0,CS100001,한식
20202,11440590,용강동,76.9,44.4,21.6,30.0,39.0,20.0,45.0,8.0,37.0,CS100001,한식
20201,11440590,용강동,81.1,46.3,12.9,30.0,37.0,19.0,41.0,4.0,31.0,CS100001,한식
20194,11440590,용강동,69.4,36.1,7.9,25.0,36.0,13.0,36.0,3.0,38.0,CS100001,한식
20202,11440600,대흥동,73.9,43.8,24.1,17.0,23.0,7.0,16.0,7.0,29.0,CS100001,한식
20201,11440600,대흥동,73.7,33.3,26.7,14.0,19.0,4.0,12.0,8.0,30.0,CS100001,한식
20194,11440600,대흥동,88.9,35.3,21.7,16.0,18.0,6.0,17.0,5.0,23.0,CS100001,한식
20202,11440610,염리동,65.0,45.8,12.5,13.0,20.0,11.0,24.0,1.0,8.0,CS100001,한식
20201,11440610,염리동,64.7,42.1,10.0,11.0,17.0,8.0,19.0,1.0,10.0,CS100001,한식
20194,11440610,염리동,60.0,44.4,0.0,9.0,15.0,8.0,18.0,0.0,13.0,CS100001,한식
20202,11440630,신수동,90.9,43.5,30.0,10.0,11.0,10.0,23.0,3.0,10.0,CS100001,한식
20201,11440630,신수동,100.0,45.0,25.0,10.0,10.0,9.0,20.0,2.0,8.0,CS100001,한식
20194,11440630,신수동,100.0,25.0,30.0,9.0,9.0,4.0,16.0,3.0,10.0,CS100001,한식
20202,11440655,서강동,68.8,22.6,17.2,22.0,32.0,12.0,53.0,10.0,58.0,CS100001,한식
