law,query,expected_articles,returned_article,match,snippet,f1,human_verdict,action
가맹사업법,예상매출액 산정서 서면 제공 의무,제9조,제5조의10,,자료를 요청할 수 있다. ⑧ 그 밖에 가맹금의 예치ㆍ지급 및 반환 등에 필요한 세부사항은 공정거래위원회가 정하여 고시할 수 있다. [본조신설 2008. 1. 31.] [제5조의9에서 이동 <2021. 11. 19.>,0.4,X,무관
가맹사업법,예상매출액 산정서 서면 제공 의무,제9조,제12조의6,,③ 제1항에 따른 가맹점사업자의 동의 및 제2항에 따른 집행 내역 통보ㆍ열람의 방법과 절차 등에 관하여 필요한 사항은 대통령령으로 정한다. [전문개정 2022. 1. 4.],0.4,X,무관
가맹사업법,예상매출액 산정서 서면 제공 의무,제9조,제9조,정답,[제9조] ⑤ 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 가맹본부는 가맹계약을 체결할 때 가맹희망자에게 대통 령령으로 정하는 예상매출액의 범위 및 그 산출 근거를 서면(이하 “예상매출액 산정서”라 한다),0.4,O,
가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제9조,제14조의2,,제14조의2(가맹점사업자단체의 거래조건 변경 협의 등),0.333,X,무관
가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제9조,제9조,정답,제9조(허위ㆍ과장된 정보제공 등의 금지),0.333,O,
가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제9조,제8조,,[제8조] ① 법 제9조제1항제1호에 따른 허위ㆍ과장의 정보제공행위의 유형은 다 음 각 호와 같다. 1. 객관적인 근거 없이 가맹희망자의 예상수익상황을 과장하여 제공하거나 사실과 다르게 가맹본부가 최저수익 등 을 보,0.333,O,정답에 추가
가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제9조,제6조,,[제6조] 가맹희망자의 서명 또는 기명날인 라. 가맹본부의 서명 또는 기명날인 2. 가맹희망자에게 정보공개서의 제공시점을 확인할 수 있는 내용증명우편으로 제공하는 방법 3. 정보통신망을 이용하여 정보공개서의 내용을,0.333,X,무관 (전문가)
가맹사업법,가맹본부 수익 보장 과장 정보 가맹사업법,제9조,제5조의2,,[제5조의2] ② 가맹본부는 법 제6조의2제1항에 따라 정보공개서를 등록하려는 경우에는 별지 제1호서식의 정보공개서 신규등 록 신청서에 다음 각 호의 서류를 첨부하여 공정거래위원회 또는 특별시장ㆍ광역시장ㆍ특별자치시장,0.333,X,무관 (전문가)
가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,제43조,,"[제43조] ④ 가맹본부의 종업원 또는 이에 준하는 법률상 이해관계에 있는 자가 제1항제3호에 해당하는 경우에는 5천만원 이하, 같은 항 제2호에 해당하는 경우에는 1천만원 이하, 같은 항 제1호 또는 제1호의2에",0.0,X,무관 (전문가)
가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,제3조,,[제3조] 이하 같다) 5. 그 밖에 가맹본부에 귀속되지 않는 금전으로서 소비자가 제3의 기관에 지급하는 것을 가맹본부가 대행하는 것,0.0,X,무관
가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,제35조,,"[제35조] ① 공정거래위원회는 제6조의5제1항ㆍ제4항, 제7조제3항, 제9조제1항, 제10조제1항, 제11조제1항ㆍ제 2항, 제12조제1항, 제12조의2제1항ㆍ제2항, 제12조의3제1항ㆍ제2항, 제12조의4, 제1",0.0,X,무관 (미매핑)
가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,제34조,,[제34조] ① 법 제35조제1항 본문에서 “대통령령으로 정하는 매출액”이란 해당 가맹본부가 위반 기간(위반행위의 개시일부터 종료일까지의 기간을 말한다. 이하 이 조에서 같다) 동안 관련 가맹점사업자 또는 가맹 희망,0.0,X,무관 (전문가)
가맹사업법,월 매출 5000만원 보장한다고 했는데 실제 1500만원,제9조,,MISS,[미반환] 기대 조문: 제9조,0.0,,정답 유지
가맹사업법,가맹 상담 시 매출 과장 법적 책임,제9조,제8조,,"[제8조] ② 법 제9조제1항제2호에 따른 기만적인 정보제공행위의 유형은 다음 각 호와 같다. 1. 중요사항을 적지 아니한 정보공개서를 가맹희망자에게 제공하는 행위 2. 가맹본부가 가맹점사업자에게 지원하는 금전, 상",0.0,O,정답에 추가
가맹사업법,가맹 상담 시 매출 과장 법적 책임,제9조,제11조,,[제11조] 10. 가맹희망자가 정보공개서에 대하여 변호사 또는 제27조에 따른 가맹거래사의 자문을 받은 경우 이에 관한 사항 11. 가맹본부 또는 가맹본부 임원의 위법행위 또는 가맹사업의 명성이나 신용을 훼손하는,0.0,X,무관 (전문가)
가맹사업법,가맹 상담 시 매출 과장 법적 책임,제9조,제2조,,4. “가맹희망자”란 가맹계약을 체결하기 위하여 가맹본부나 가맹지역본부와 상담하거나 협의하는 자를 말한다. 5. “가맹점운영권”이란 가맹점사업자가 가맹본부의 가맹사업과 관련하여 가맹점을 운영할 수 있는 계약상의 권리,0.0,X,무관
가맹사업법,가맹 상담 시 매출 과장 법적 책임,제9조,제34조,,① 법 제35조제1항 본문에서 “대통령령으로 정하는 매출액”이란 해당 가맹본부가 위반 기간(위반행위의 개시일부터 종료일까지의 기간을 말한다. 이하 이 조에서 같다) 동안 관련 가맹점사업자 또는 가맹 희망자에게 판매한,0.0,X,무관 (전문가)
가맹사업법,가맹 상담 시 매출 과장 법적 책임,제9조,,MISS,[미반환] 기대 조문: 제9조,0.0,,정답 유지
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,제34조,,[제34조] ③ 법 제35조제1항 단서에서 “대통령령으로 정하는 경우”란 다음 각 호의 어느 하나에 해당하는 경우를 말한다.<신 설 2014. 2. 11.> 1. 영업중단 등으로 인하여 영업실적이 없는 경우 2. 위,0.0,X,무관 (전문가)
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,제11조,,[제11조] 10. 가맹희망자가 정보공개서에 대하여 변호사 또는 제27조에 따른 가맹거래사의 자문을 받은 경우 이에 관한 사항 11. 가맹본부 또는 가맹본부 임원의 위법행위 또는 가맹사업의 명성이나 신용을 훼손하는,0.0,X,무관 (전문가)
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,제15조,,"<개정 2008. 1. 31., 2010. 10. 13., 2015. 3. 30., 2020. 4. 28., 2021. 1. 5.> 1. 가맹점사업자에게 파산 신청이 있거나 강제집행절차 또는 회생절차가 개시된 경우",0.0,X,무관 (전문가)
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,제5조의2,,[제5조의2] ② 가맹본부는 법 제6조의2제1항에 따라 정보공개서를 등록하려는 경우에는 별지 제1호서식의 정보공개서 신규등 록 신청서에 다음 각 호의 서류를 첨부하여 공정거래위원회 또는 특별시장ㆍ광역시장ㆍ특별자치시장,0.0,X,무관 (전문가)
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,,MISS,[미반환] 기대 조문: 제10조,0.0,,정답 유지
가맹사업법,허위 매출 정보 손해배상 가맹사업법,제10조 / 제9조,,MISS,[미반환] 기대 조문: 제9조,0.0,,정답 유지
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,제31조,,제31조(가맹거래사의 등록취소와 자격정지),0.25,X,무관
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,제14조의3,,제14조의3(가맹점사업자단체의 등록 등),0.25,X,무관
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,제6조의3,정답,"바에 따라 임 원이 운영한 기간도 직영점 운영기간으로 본다)이 1년 미만인 경우. 다만, 가맹본부가 가맹사업의 영위를 위하여 관련 법령에 따라 허가ㆍ면허를 받아야 하는 등 직영점 운영이 불필요하다고 인정되는 사유로",0.25,O,
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,제5조의2,,[제5조의2] ④ 공정거래위원회 또는 시ㆍ도지사는 제2항에 따른 등록신청이 있으면 등록신청일부터 30일(법 제6조의4에 따라 등록이 취소된 가맹본부가 다시 등록을 신청한 경우에는 2개월) 이내에 가맹본부에 별지 제2,0.25,O,정답에 추가
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,제5조의5,,제5조의5(정보공개서 등록의 거부 등) ① 법 제6조의3제1항제3호 본문에 따라 가맹본부의 직영점 운영기간으로 보는 임원의 직영점 운영기간은 가맹본부의 정보공개서 등록 신청 당시 해당 가맹본부의 임원으로 재직 중인,0.25,X,무관 (미매핑)
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,,MISS,[미반환] 기대 조문: 제6조의2,0.25,,정답 유지
가맹사업법,정보공개서 등록 의무 가맹본부 가맹사업법,제6조의2 / 제6조의3 / 제7조,,MISS,[미반환] 기대 조문: 제7조,0.25,,정답 유지
가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,제9조,,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.333,X,무관 (전문가)
가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,제41조,,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.333,X,무관 (전문가)
가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,제37조의2,,행위에 따른 벌금 및 과징금 5. 위반행위의 기간ㆍ횟수 6. 가맹본부의 재산상태 7. 가맹본부의 피해구제 노력의 정도 ④ 제1항 또는 제2항에 따라 손해배상청구의 소가 제기된 경우 「독점규제 및 공정거래에 관한 법률,0.333,X,무관 (전문가)
가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,제13조,,[제13조] 그 밖에 가맹점사업자가 가맹사업을 정상적으로 유지하기 위하여 필요하다고 인정되는 것으로서 대통령령으 로 정하는 사항,0.333,X,무관
가맹사업법,정보공개서 제공 시기 14일 숙고기간,제7조,제7조,정답,[제7조] ③가맹본부는 등록된 정보공개서 및 인근가맹점 현황문서(이하 “정보공개서등”이라 한다)를 제1항의 방법에 따라 제공하지 아니하였거나 정보공개서등을 제공한 날부터 14일(가맹희망자가 정보공개서에 대하여 변호사,0.333,O,
가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,제9조,,[제9조] ⑥ 가맹본부는 예상매출액 산정서를 가맹계약 체결일부터 5년간 보관하여야 한다.<신설 2013. 8. 13.>,0.333,X,무관 (전문가)
가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,제41조,,"[제41조] ①제9조제1항의 규정에 위반하여 허위ㆍ과장의 정보제공행위나 기만적인 정보제공행위를 한 자는 5년 이하의 징역 또는 3억원 이하의 벌금에 처한다. <개정 2007. 8. 3., 2013. 8. 13.>",0.333,X,무관 (전문가)
가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,제14조의2,,[제14조의2] ② 특정 가맹본부와 가맹계약을 체결ㆍ유지하고 있는 가맹점사업자(복수의 영업표지를 보유한 가맹본부와 계약 중 인 가맹점사업자의 경우에는 동일한 영업표지를 사용하는 가맹점사업자로 한정한다)로만 구성된 가,0.333,X,무관 (전문가)
가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,제37조의2,,행위에 따른 벌금 및 과징금 5. 위반행위의 기간ㆍ횟수 6. 가맹본부의 재산상태 7. 가맹본부의 피해구제 노력의 정도 ④ 제1항 또는 제2항에 따라 손해배상청구의 소가 제기된 경우 「독점규제 및 공정거래에 관한 법률,0.333,X,무관 (전문가)
가맹사업법,정보공개서 미제공 가맹계약 효력,제7조,제7조,정답,[제7조] ③가맹본부는 등록된 정보공개서 및 인근가맹점 현황문서(이하 “정보공개서등”이라 한다)를 제1항의 방법에 따라 제공하지 아니하였거나 정보공개서등을 제공한 날부터 14일(가맹희망자가 정보공개서에 대하여 변호사,0.333,O,
가맹사업법,정보공개서 등록 취소 사유,제6조의4,제31조,,"[제31조] ①공정거래위원회는 제29조의 규정에 의하여 등록을 한 가맹거래사가 다 음 각 호의 어느 하나에 해당하는 경우에는 그 등록을 취소할 수 있다. 다만, 제1호 및 제2호에 해당하는 경우에는 그 등록을 취소하",0.4,X,무관
가맹사업법,정보공개서 등록 취소 사유,제6조의4,제32조,,[제32조] ③가맹거래사등록을 한 자가 제2항에 따라 교부받은 등록증을 잃어버리거나 그 등록증이 못쓰게 된 때에는 재교부 신청서를 공정거래위원회에 제출하여야 한다.<개정 2008. 1. 31.>,0.4,X,무관 (전문가)
가맹사업법,정보공개서 등록 취소 사유,제6조의4,제6조의4,정답,"제6조의4(정보공개서 등록의 취소) ①공정거래위원회 및 시ㆍ도지사는 정보공개서가 다음 각 호의 어느 하나에 해당하 는 경우에는 그 등록을 취소할 수 있다. 다만, 제1호 및 제2호에 해당하는 경우에는 등록을 취소하여",0.4,O,
